,Shannon,Fisher,GBP,E2,E3,R2,R3,G1,G2,G3,Ig,Corr_MP2,Corr_CCSD,Corr_CCSD(T),E(0),E(CCSD),ECCS(T)
442,184.3108178,5998.165427,1137.158304,759.214321,26913.9662,173.111414,183.4822,-88.03551536,63.71964085,217.5453653,2.60853515,-3.344478266,-3.474917521,-3.646962319,-922.9479734,-926.4228909,-926.5949357
443,183.8111213,5996.805277,1136.614285,758.954158,26897.452,173.093005,183.425543,-88.09826846,64.78717437,218.6508441,2.59790019,-3.363073386,-3.488588104,-3.662866336,-922.9498434,-926.4384315,-926.6127097
444,185.3623769,5999.58526,1137.320823,758.882966,26905.1728,173.082786,183.391816,-88.292726,63.93457531,215.8458563,2.59527527,-3.351071725,-3.481391615,-3.655301136,-922.9434269,-926.4248185,-926.5987281
445,186.5152852,6000.069794,1137.485815,758.524368,26892.9964,173.013916,183.198563,-88.21108838,65.13647215,214.3709399,2.55724258,-3.356174759,-3.486977621,-3.662363325,-922.9320396,-926.4190172,-926.5944029
446,185.5015486,5998.537538,1137.23348,758.794706,26899.4621,173.033033,183.241731,-87.87100905,64.42721536,215.9830582,2.5684158,-3.353342226,-3.483342907,-3.657141352,-922.9524571,-926.4358,-926.6095985
447,185.4701858,5997.943756,1137.224387,758.771996,26896.2185,173.00233,183.149316,-87.60044689,64.71645434,216.0962865,2.55105898,-3.354011321,-3.483554548,-3.657294119,-922.9446755,-926.4282301,-926.6019696
448,184.3127905,5997.558694,1137.075458,759.100993,26905.1669,173.094882,183.430957,-87.80167223,64.26613046,217.6528348,2.60067892,-3.344892925,-3.474923622,-3.646758851,-922.9554486,-926.4303723,-926.6022075
449,185.0423198,5999.192028,1137.328934,758.893296,26897.5379,173.083203,183.386963,-88.08668328,65.00750101,216.0868726,2.59529474,-3.343959905,-3.475509315,-3.647839182,-922.9640738,-926.4395831,-926.6119129
450,183.9387487,5995.858643,1136.751116,759.147552,26905.8601,173.051712,183.308467,-87.52227204,64.06337229,218.9151852,2.57486547,-3.360319387,-3.486985705,-3.660481943,-922.9373341,-926.4243198,-926.597816
451,185.6771964,5997.60362,1137.320338,758.78067,26896.5607,172.980697,183.085238,-87.26913329,64.47114621,215.829912,2.54047061,-3.349150465,-3.4811247,-3.653961356,-922.9400695,-926.4211942,-926.5940308
452,186.5382696,5999.063468,1137.308906,758.508168,26895.1377,172.955688,183.013644,-87.8415159,64.8129191,214.6146752,2.52693237,-3.363204847,-3.491964606,-3.66803985,-922.9457684,-926.437733,-926.6138082
453,184.8016017,5998.286739,1137.295623,758.983228,26899.9275,173.075843,183.37056,-87.76246221,64.59684244,216.6139896,2.59139177,-3.341989018,-3.473678823,-3.645399504,-922.9603774,-926.4340563,-926.6057769
454,185.5043935,5998.130917,1137.371671,758.873649,26900.8903,173.023239,183.202716,-87.55659886,64.25145365,215.9687242,2.56470494,-3.347437334,-3.478876491,-3.651692777,-922.9406728,-926.4195493,-926.5923655
455,185.1578926,5997.215378,1137.128529,758.826267,26896.54,173.012282,183.190506,-87.44203984,64.62084716,216.7133932,2.55576133,-3.354187659,-3.483663732,-3.657136866,-922.9370499,-926.4207136,-926.5941868
456,184.9785357,5998.535482,1137.105906,758.853125,26899.3801,173.079632,183.388542,-88.1818678,64.85687586,216.7116414,2.59285576,-3.35935008,-3.487656811,-3.662333272,-922.9282563,-926.4159131,-926.5905896
457,185.5259399,5998.962127,1137.31921,758.769944,26896.5041,173.043156,183.279667,-87.99988305,64.90766575,215.8009133,2.57343477,-3.353728849,-3.483213896,-3.657441787,-922.9333025,-926.4165164,-926.5907443
458,184.4659357,5995.61905,1136.685849,758.859947,26896.1238,172.996158,183.160345,-87.37013752,64.52266296,218.294602,2.54379413,-3.369538678,-3.494693242,-3.669844899,-922.9317772,-926.4264705,-926.6016221
459,186.4331893,5999.875479,1137.413616,758.561434,26896.2347,173.001727,183.156699,-88.20842064,64.97844976,214.5711917,2.55099212,-3.359368278,-3.489138512,-3.664904418,-922.9313515,-926.42049,-926.5962559
460,184.2519522,5995.906307,1137.033003,759.223556,26909.3965,173.034528,183.241056,-87.08730589,63.59123286,218.2283502,2.56813391,-3.344581283,-3.474682846,-3.645778754,-922.9529886,-926.4276715,-926.5987674
462,184.0847264,5998.565167,1137.032495,759.112532,26906.0004,173.147254,183.587441,-88.4022645,64.03326324,217.7443176,2.62868986,-3.348537681,-3.477712126,-3.650434524,-922.9535714,-926.4312835,-926.6040059
463,185.1733326,5999.839208,1137.27099,758.914533,26905.1831,173.103776,183.457024,-88.58873065,64.65656412,216.0995547,2.60536471,-3.355159502,-3.484292293,-3.658784846,-922.9410687,-926.425361,-926.5998535
464,185.5953425,5997.404501,1136.931103,758.612851,26895.402,172.984689,183.121992,-87.80918722,64.74603737,216.5890211,2.53849152,-3.37314186,-3.498834144,-3.675854703,-922.9088013,-926.4076354,-926.584656
465,184.6314766,5996.592295,1137.015128,758.967613,26899.0912,173.016306,183.188413,-87.27298821,64.27762305,217.5370956,2.5581842,-3.350326435,-3.479698819,-3.651962356,-922.9564743,-926.4361731,-926.6084366
466,183.8792166,5998.035592,1137.100775,759.23883,26909.9949,173.148245,183.584422,-88.08684047,63.91789042,217.9967456,2.62981178,-3.33942347,-3.470516496,-3.641467828,-922.9565696,-926.4270861,-926.5980374
467,184.9566898,5998.291978,1137.212916,758.928836,26900.2374,173.049102,183.287603,-87.83706515,64.59358597,216.529292,2.57729824,-3.354286915,-3.482762636,-3.656220032,-922.9498972,-926.4326598,-926.6061172
468,185.3326698,5996.670722,1136.973898,758.772677,26898.4227,172.97056,183.066995,-87.34687304,64.34962004,216.8446969,2.53256345,-3.361661202,-3.489647752,-3.664193004,-922.9478725,-926.4375202,-926.6120655
469,183.7413855,5998.070378,1137.065523,759.193672,26903.4999,173.154969,183.602656,-88.10350281,64.69281118,218.0411572,2.63358401,-3.34499313,-3.474744019,-3.646350454,-922.9482658,-926.4230099,-926.5946163
470,184.7078773,5998.895468,1137.255333,758.971459,26900.7113,173.10621,183.45429,-88.15447251,64.81765193,216.6463322,2.60873932,-3.345052428,-3.475648288,-3.648156721,-922.9481654,-926.4238137,-926.5963221
471,184.7151075,5996.815342,1136.90577,758.909709,26899.689,173.013436,183.185395,-87.58129398,64.4783965,217.5508624,2.55564969,-3.359997242,-3.487438599,-3.661471236,-922.9488047,-926.4362433,-926.6102759
472,184.710223,5996.465823,1137.018786,758.955728,26899.9774,173.012501,183.178616,-87.23226186,64.25160916,217.4000152,2.55643904,-3.353607228,-3.483059903,-3.655817551,-922.9462859,-926.4293458,-926.6021035
473,183.9631073,5995.30832,1136.608755,759.002631,26899.643,173.02736,183.23401,-87.43371376,64.32246329,219.0552036,2.56213662,-3.365710308,-3.491292673,-3.665436064,-922.9457819,-926.4370746,-926.611218
474,185.546274,5998.934395,1137.357463,758.791979,26897.5413,173.044061,183.275871,-87.87962165,64.67753149,215.6508805,2.57483727,-3.346035834,-3.477822776,-3.650679381,-922.9584236,-926.4362463,-926.6091029
475,184.5846343,5996.962878,1137.155885,759.088948,26903.9858,173.045214,183.27142,-87.3401192,63.97663661,217.3646669,2.57496251,-3.34437994,-3.475372206,-3.646676182,-922.9593646,-926.4347368,-926.6060408
476,184.3149506,5998.037489,1137.114271,759.081613,26905.2344,173.092867,183.421767,-87.93530312,63.9949109,217.3572296,2.59906861,-3.347457021,-3.477284644,-3.649563027,-922.9541375,-926.4314221,-926.6037005
477,185.3682948,5999.380445,1137.372971,758.837417,26898.5512,173.073127,183.356997,-88.14402903,64.91044586,215.7311716,2.59060182,-3.348991818,-3.479833175,-3.653319933,-922.9439947,-926.4238279,-926.5973146
478,184.1453222,5996.869022,1136.941587,759.182048,26909.1429,173.067267,183.349914,-87.6578488,63.9778122,218.187122,2.58433307,-3.350764885,-3.479526424,-3.65184931,-922.9510142,-926.4305406,-926.6028635
479,184.1660989,5997.046579,1137.030778,759.030919,26897.5754,173.082908,183.391859,-87.6137946,64.6612455,217.7741024,2.59427829,-3.348892629,-3.477961198,-3.650052198,-922.9518565,-926.4298177,-926.6019087
480,186.4714701,5999.430297,1137.468124,758.545872,26893.0676,172.981887,183.090684,-87.84342417,65.05215572,214.4396008,2.54141432,-3.355480582,-3.486409669,-3.661353978,-922.9446758,-926.4310855,-926.6060298
481,183.0945806,5996.873039,1136.993138,759.395688,26907.6475,173.167851,183.641944,-87.76739003,64.09425434,219.1313531,2.63971464,-3.338580625,-3.469107164,-3.639087927,-922.9443841,-926.4134912,-926.583472
482,183.5090131,5997.236566,1137.038185,759.31992,26906.9627,173.141659,183.553631,-87.82126288,64.20831974,218.4867929,2.62771986,-3.33757497,-3.468242503,-3.638441314,-922.9637959,-926.4320384,-926.6022372
483,185.0808307,5996.848943,1137.142889,758.921573,26899.6881,173.002335,183.146799,-87.22015723,64.20882861,216.9034736,2.5511588,-3.346652908,-3.478246134,-3.650326175,-922.9492804,-926.4275266,-926.5996066
484,185.2904545,5996.498848,1136.951244,758.747573,26894.838,172.96656,183.047078,-87.29982505,64.48639279,216.9049349,2.53085579,-3.361950333,-3.489723973,-3.664154118,-922.9457521,-926.4354761,-926.6099062
485,184.5811863,5995.918646,1136.93238,758.981736,26900.4233,173.005073,183.159195,-87.19919741,63.95526464,217.9099435,2.55149413,-3.356329595,-3.484516175,-3.65751282,-922.9432978,-926.427814,-926.6008106
486,184.886942,5999.382041,1137.319056,758.93424,26901.4314,173.112768,183.482719,-88.34693334,64.7832809,216.3354841,2.61156387,-3.352039878,-3.481525577,-3.655388695,-922.9190273,-926.4005528,-926.574416
487,183.5997072,5996.424657,1136.822766,759.184083,26903.1799,173.100519,183.448589,-87.69780259,64.35825064,218.8573411,2.60247097,-3.352408781,-3.479895747,-3.652381396,-922.9393952,-926.4192909,-926.5917766
488,184.5454072,5997.388278,1136.993617,759.049193,26907.1178,173.067303,183.342824,-87.79914714,63.99765429,217.4299278,2.58597058,-3.352981452,-3.482117463,-3.655173668,-922.9527088,-926.4348263,-926.6078825
489,186.0958301,5998.243703,1137.508083,758.743743,26896.2669,172.986019,183.093964,-87.26957404,64.41501122,215.1398574,2.54492318,-3.342679705,-3.475758271,-3.648036762,-922.9439514,-926.4197097,-926.5919882
490,184.9303612,5999.23437,1137.343322,758.978868,26901.5998,173.107793,183.466678,-88.16875454,64.85231524,216.2789684,2.60919991,-3.348006903,-3.478527056,-3.651446034,-922.9393295,-926.4178566,-926.5907755
491,183.4422272,5996.574019,1136.980029,759.286428,26904.418,173.131551,183.532265,-87.60767702,64.19796764,218.8642558,2.62032876,-3.341668793,-3.471945134,-3.642417725,-922.944569,-926.4165141,-926.5869867
492,184.1072623,5995.72661,1136.80522,759.110167,26903.6535,173.023667,183.218893,-87.22563701,64.08210377,218.474191,2.56056071,-3.355901077,-3.483301481,-3.656039506,-922.953118,-926.4364195,-926.6091575
493,184.3213888,5997.541153,1137.209209,759.11181,26901.3244,173.099855,183.437746,-87.58642267,64.45637258,217.4554291,2.60423315,-3.339550227,-3.471261465,-3.642236048,-922.9480975,-926.419359,-926.5903336
494,184.0875752,5996.501471,1137.157718,759.298514,26909.2715,173.06971,183.344732,-87.17032411,63.66517753,218.0119987,2.58853902,-3.332907385,-3.465161331,-3.634514497,-922.9675578,-926.4327192,-926.6020723
495,184.1876229,5997.523756,1137.150218,759.183561,26904.1618,173.11004,183.467392,-87.74197481,64.30098211,217.7406167,2.60950998,-3.33915678,-3.470616652,-3.641438662,-922.9536296,-926.4242463,-926.5950683
496,183.8828709,5996.527759,1137.027342,759.26962,26908.0392,173.088759,183.401261,-87.42583362,64.03159094,218.3786073,2.59836124,-3.344607725,-3.474693855,-3.645871442,-922.9428093,-926.4175032,-926.5886808
497,183.6094414,5997.167813,1136.976182,759.226909,26906.1714,173.122199,183.502843,-87.7840198,64.15123033,218.4664429,2.6157919,-3.343802943,-3.473048054,-3.644279891,-922.9559148,-926.4289629,-926.6001947
498,183.469823,5995.818941,1136.92346,759.363938,26911.395,173.092025,183.417978,-87.2811937,63.56290375,219.1593879,2.59845386,-3.341739566,-3.471942487,-3.642219633,-922.9450797,-926.4170222,-926.5872993
499,185.135141,5997.949774,1137.133889,758.801147,26894.6795,173.029162,183.227921,-87.74860098,64.84589034,216.4222409,2.56524635,-3.354239679,-3.483958867,-3.657452475,-922.955512,-926.4394709,-926.6129645
500,184.243186,5997.103854,1136.911508,759.015429,26901.0238,173.081151,183.387364,-87.85554294,64.52207594,218.036808,2.59322555,-3.35468692,-3.483068288,-3.656377387,-922.9446748,-926.4277431,-926.6010522
501,185.0285066,5998.631588,1137.278657,758.913255,26898.6899,173.085947,183.402032,-87.98981612,64.85332302,216.5424708,2.59692424,-3.348750394,-3.479260887,-3.652464185,-922.9278517,-926.4071126,-926.5803159
502,183.1019335,5996.790999,1136.830021,759.339155,26907.1219,173.150578,183.601617,-87.91314785,64.31853394,219.25774,2.62847868,-3.343244988,-3.472379059,-3.643171704,-922.9609247,-926.4333038,-926.6040964
503,185.1190085,5997.166618,1137.217034,758.970543,26904.3457,173.017981,183.195506,-87.33651233,63.92088934,216.7854225,2.56026022,-3.345557902,-3.476972906,-3.649030004,-922.9482075,-926.4251804,-926.5972375
504,184.5786794,5995.961733,1136.958431,758.933052,26897.2681,173.017147,183.192618,-87.19034757,64.19737418,217.8050678,2.55916578,-3.355570129,-3.484537467,-3.65748673,-922.9283584,-926.4128959,-926.5858452
505,184.5851148,5997.010931,1136.959355,759.008036,26905.5224,173.043455,183.280766,-87.6733097,64.03365262,217.6575146,2.57242254,-3.356016879,-3.484068472,-3.65772339,-922.9399369,-926.4240054,-926.5976603
506,184.5532983,5997.835748,1136.968212,759.014315,26906.5287,173.082017,183.395128,-88.11413355,64.15234906,217.4450461,2.59262595,-3.357052161,-3.48543858,-3.659407523,-922.9458144,-926.431253,-926.6052219
507,184.4336938,5997.39029,1136.832539,758.832273,26893.4997,173.055339,183.323476,-87.97703307,65.10673759,217.5685086,2.5766788,-3.360623965,-3.487323019,-3.661531839,-922.9599851,-926.4473081,-926.6215169
508,184.6352398,5997.588777,1136.963773,758.888495,26897.8721,173.052565,183.31369,-87.95651508,64.95188508,217.481917,2.57536201,-3.359263891,-3.486887476,-3.66117149,-922.9410117,-926.4278992,-926.6021832
509,185.6109073,5998.162708,1137.340485,758.787925,26896.3562,173.009734,183.161821,-87.526489,64.64573125,215.7803567,2.55706893,-3.347431523,-3.479299562,-3.652053668,-922.9444594,-926.4237589,-926.596513
510,185.0760228,5998.251304,1137.252477,758.934669,26900.5462,173.044392,183.262725,-87.74487096,64.48269543,216.4324575,2.5753776,-3.348425382,-3.479294735,-3.652045323,-922.9564114,-926.4357061,-926.6084567
511,185.8304428,5999.63477,1137.537505,758.775688,26898.1284,173.043547,183.275229,-87.97090604,64.75718408,214.953323,2.57456787,-3.346365127,-3.478158185,-3.651298256,-922.9449813,-926.4231395,-926.5962796
512,184.9899636,5997.942766,1137.107308,758.846855,26897.418,173.055176,183.311239,-87.83188683,64.76257568,216.7275459,2.57991613,-3.353265214,-3.483635632,-3.657111373,-922.9404587,-926.4240944,-926.5975701
513,185.1684111,5997.159773,1137.201032,758.852332,26896.3834,173.010174,183.167025,-87.27436085,64.37592108,216.5225916,2.55675716,-3.347512907,-3.478563342,-3.650873568,-922.9466946,-926.4252579,-926.5975682
514,184.9486427,5997.576167,1137.264501,758.992861,26902.3927,173.034957,183.238998,-87.41732576,64.12004462,216.6210441,2.5700591,-3.341221996,-3.472946434,-3.644284538,-922.961206,-926.4341524,-926.6054905
515,185.3808845,6000.11097,1137.61467,758.934114,26900.2987,173.101745,183.44017,-88.10613406,64.85790144,215.1958274,2.60840218,-3.338255148,-3.471099898,-3.643003066,-922.9464894,-926.4175893,-926.5894925
516,184.4638263,5999.136182,1137.225444,758.99748,26900.6929,173.128665,183.529107,-88.3191314,64.82153078,216.7488258,2.61913525,-3.34348618,-3.474242572,-3.646282126,-922.9620807,-926.4363232,-926.6083628
517,184.6897927,5997.500719,1137.060309,758.941255,26899.4295,173.049494,183.285899,-87.68102146,64.50305568,217.130105,2.5769459,-3.351790107,-3.480814994,-3.653688951,-922.956222,-926.437037,-926.6099109
518,184.3856147,5996.359692,1136.84614,758.991699,26899.9451,173.026556,183.229457,-87.48485111,64.38329188,218.0066584,2.56215752,-3.358709179,-3.486052284,-3.659497929,-922.9515956,-926.4376479,-926.6110935
519,185.4075326,5999.380678,1137.507687,758.918043,26902.3761,173.074827,183.360002,-87.89189182,64.44603746,215.4925537,2.59303214,-3.338199699,-3.471713815,-3.643382008,-922.9550302,-926.426744,-926.5984122
520,184.7727381,5997.632236,1137.028685,758.9286,26901.4624,173.043948,183.279433,-87.86149221,64.52814246,217.1486618,2.57235442,-3.355104118,-3.483294997,-3.656983992,-922.9521824,-926.4354774,-926.6091664
521,184.7528794,5999.29541,1137.481004,759.055433,26902.8987,173.11625,183.476908,-87.98240027,64.5382708,216.0486381,2.61599365,-3.334116989,-3.467294951,-3.637922144,-922.9602398,-926.4275347,-926.5981619
522,185.3091368,5997.707056,1137.203923,758.905922,26902.5199,173.015648,183.195716,-87.5550833,64.27782051,216.5163048,2.55843504,-3.35313604,-3.482793432,-3.656302678,-922.9446198,-926.4274133,-926.6009225
523,184.9582854,5997.482033,1136.809249,758.772239,26898.0036,173.024791,183.234286,-88.03263077,64.80066975,217.2349032,2.56100611,-3.36945808,-3.49500505,-3.670913266,-922.9455487,-926.4405538,-926.616462
524,184.6367981,5998.301882,1137.337742,759.048772,26900.9523,173.097246,183.424576,-87.72360751,64.45044887,216.7150891,2.6049055,-3.337497517,-3.469649013,-3.640575088,-922.9552268,-926.4248758,-926.5958019
525,184.4897005,5996.045909,1136.756833,758.98687,26905.5989,173.014209,183.189547,-87.43274131,63.79398588,218.0856734,2.55643643,-3.359225973,-3.486442823,-3.659921236,-922.9591283,-926.4455711,-926.6190496
526,183.442355,5996.38406,1136.747801,759.234992,26905.3522,173.111483,183.476114,-87.78528926,64.24181411,219.0957971,2.6088733,-3.352141471,-3.479780714,-3.651928446,-922.9647047,-926.4444854,-926.6166331
527,184.1648992,5996.51374,1137.049076,759.156471,26903.9486,173.066375,183.335721,-87.33898936,64.09861299,218.0650175,2.58657492,-3.340941346,-3.472149628,-3.642921177,-922.9533201,-926.4254698,-926.5962413
528,184.8943304,5997.119292,1137.052525,758.948427,26901.9717,173.018364,183.195853,-87.52658734,64.40032931,217.1909746,2.55986977,-3.355776859,-3.484480394,-3.658073425,-922.9374891,-926.4219695,-926.5955625
529,184.9553277,5997.939272,1137.173532,758.884447,26896.7325,173.052518,183.293853,-87.72128579,64.78783078,216.6581639,2.57983753,-3.35023806,-3.479914025,-3.652684882,-922.9545237,-926.4344377,-926.6072086
