,Shannon,Fisher,GBP,E2,E3,R2,R3,G1,G2,G3,Ig,Corr_MP2,Corr_CCSD,Corr_CCSD(T),E(0),E(CCSD),ECCS(T)
311,185.0447148,5997.485879,1137.239578,758.939535,26899.8334,173.024533,183.211349,-87.47629151,64.39121557,216.6767005,2.56458081,-3.35284654,-3.482610327,-3.655728517,-922.9280245,-926.4106348,-926.583753
312,184.2466918,5997.251641,1137.029215,759.067916,26901.1615,173.061219,183.328142,-87.66435956,64.5458774,217.6620378,2.58197114,-3.351200282,-3.479979025,-3.652306082,-922.9607382,-926.4407172,-926.6130443
313,184.957185,5999.345916,1137.181528,758.823838,26895.5905,173.097283,183.439589,-88.43152289,65.19975999,216.3698101,2.60133949,-3.355425218,-3.484059216,-3.65837241,-922.9465824,-926.4306417,-926.6049548
314,184.8332586,5998.834606,1137.23885,758.959884,26899.6285,173.097648,183.438418,-88.1173516,64.88065386,216.645828,2.60259188,-3.344467468,-3.475357857,-3.64776037,-922.9549332,-926.4302911,-926.6026936
315,184.5660373,5997.269058,1136.963011,758.932397,26897.5418,173.053996,183.30654,-87.73843063,64.69928852,217.4789691,2.57818077,-3.354901708,-3.483168504,-3.65643477,-922.9537588,-926.4369273,-926.6101936
316,185.0164051,5997.837357,1137.106706,758.866645,26898.0832,173.043359,183.276303,-87.79397882,64.64248455,216.7336369,2.57314591,-3.350941355,-3.480396059,-3.653690011,-922.9541382,-926.4345343,-926.6078282
317,183.8420518,5998.125824,1136.92144,759.070468,26901.3873,173.151223,183.608676,-88.37429542,64.71852389,218.1966818,2.62875133,-3.352720391,-3.481029301,-3.654174555,-922.9412649,-926.4222942,-926.5954394
318,184.8911281,5997.123841,1137.145123,758.974395,26903.1795,173.021179,183.214918,-87.41451101,63.94859391,217.03859,2.55999756,-3.351275169,-3.480975387,-3.653793408,-922.9364777,-926.4174531,-926.5902711
319,186.4393729,5998.511848,1137.399144,758.58023,26893.8202,172.954042,183.007133,-87.49041889,64.69491632,214.7222909,2.52657605,-3.355128814,-3.485959433,-3.660390756,-922.9482417,-926.4342011,-926.6086324
320,184.7154427,5998.335015,1137.239428,759.026801,26902.2244,173.092889,183.419062,-87.88486022,64.58602497,216.8035602,2.60126793,-3.343707381,-3.474494871,-3.64648013,-922.9598183,-926.4343132,-926.6062984
321,184.776516,5996.785464,1136.978752,758.918074,26899.8496,173.029949,183.237015,-87.55267155,64.37512941,217.4992004,2.56491462,-3.355194098,-3.484182178,-3.657595398,-922.9428351,-926.4270172,-926.6004305
322,184.6765524,5998.00986,1137.189929,759.066372,26904.5934,173.077897,183.37577,-87.83598817,64.42735474,216.9766876,2.59260975,-3.346455435,-3.477117167,-3.649476808,-922.952216,-926.4293332,-926.6016928
323,184.8326596,5998.497286,1137.176827,758.901299,26897.4543,173.074644,183.366476,-87.99507102,64.92316014,216.6096769,2.59045079,-3.350838605,-3.480415965,-3.653567027,-922.9556185,-926.4360344,-926.6091855
324,184.0032459,5997.391163,1136.786418,759.098386,26908.2554,173.101962,183.463626,-88.20027537,63.69014025,218.5228353,2.60151854,-3.360864642,-3.48742591,-3.661727168,-922.9417543,-926.4291802,-926.6034815
325,183.4436628,5996.839566,1136.753497,759.179488,26904.3345,173.130478,183.546513,-88.05450149,64.38582221,219.0645445,2.61736302,-3.356375248,-3.483034777,-3.656060061,-922.9402314,-926.4232662,-926.5962915
326,185.0096178,5997.63111,1137.039733,758.804482,26895.6546,173.026896,183.240144,-87.7730294,64.87682612,216.8029272,2.5625959,-3.359288268,-3.48713094,-3.661484,-922.9440724,-926.4312033,-926.6055564
327,184.7769501,5998.400341,1136.95307,758.87499,26900.1692,173.071655,183.374509,-88.3102847,64.99211258,217.023264,2.58628345,-3.363119257,-3.4894499,-3.664758493,-922.9382353,-926.4276852,-926.6029938
329,185.6244225,5998.286779,1137.199752,758.672288,26893.4873,173.012476,183.188983,-87.86835674,64.93595303,215.9890734,2.55544266,-3.360141478,-3.489488042,-3.664481359,-922.9250011,-926.4144891,-926.5894824
330,184.3590867,5997.462251,1137.149595,759.171482,26911.2417,173.06615,183.34876,-87.6612576,63.7061367,217.4637574,2.58481579,-3.347480823,-3.477144002,-3.649175644,-922.9553432,-926.4324872,-926.6045189
331,185.2386932,5997.98427,1137.086768,758.786141,26896.9417,173.007419,183.175916,-87.79485044,64.85193999,216.5152628,2.55291058,-3.357696821,-3.485875117,-3.660144418,-922.9508475,-926.4367226,-926.6109919
332,183.7877701,5994.350265,1136.462654,759.040166,26901.3494,173.008105,183.187694,-87.10774081,63.87504635,219.507907,2.55045801,-3.365521344,-3.49074009,-3.664356505,-922.9572007,-926.4479408,-926.6215572
333,184.6885058,5996.223823,1136.893576,758.976798,26903.9859,173.013994,183.197051,-87.36673336,63.93363277,217.8438451,2.55567368,-3.358289943,-3.486111469,-3.659779205,-922.9344873,-926.4205988,-926.5942665
334,185.3380467,5997.154347,1137.275446,758.87897,26897.7376,172.990379,183.105749,-87.20254141,64.30214302,216.3592237,2.54606364,-3.347993059,-3.478683253,-3.651114403,-922.9439344,-926.4226176,-926.5950488
335,184.5209947,5997.711833,1136.977765,758.931953,26898.2328,173.070247,183.360577,-87.94917998,64.72814212,217.4192827,2.58652665,-3.356776665,-3.484705478,-3.658543354,-922.9441118,-926.4288172,-926.6026551
336,181.8526039,5995.434778,1136.611398,759.715208,26917.1322,173.214037,183.787921,-87.74382835,63.4411218,221.2054485,2.66273189,-3.340045077,-3.467933312,-3.637280708,-922.9530424,-926.4209757,-926.5903231
337,184.6338979,5996.766805,1136.969922,758.985335,26903.4454,173.019463,183.20067,-87.47231267,63.50350022,217.4516028,2.55945758,-3.351539341,-3.480354167,-3.652853948,-922.9647038,-926.445058,-926.6175577
338,185.5657482,5996.763066,1136.898529,758.623181,26893.2083,172.955389,183.027657,-87.47419855,64.62449253,216.6008074,2.52377997,-3.372043982,-3.497564956,-3.673781276,-922.933987,-926.4315519,-926.6077683
339,184.5171516,5998.168714,1137.238577,759.099736,26903.4934,173.100488,183.450995,-87.85854095,64.52090469,217.180428,2.60387264,-3.341597231,-3.473058461,-3.644762685,-922.9447854,-926.4178439,-926.5895481
340,185.0196079,5998.972503,1137.399632,758.965941,26902.0345,173.087736,183.393803,-87.94301025,64.50817618,216.0647044,2.60009356,-3.34140422,-3.473022689,-3.644990645,-922.9557616,-926.4287843,-926.6007522
341,184.1096371,5996.445389,1136.823444,759.055192,26901.7472,173.059486,183.341403,-87.68270277,64.28631647,218.403521,2.57860498,-3.360277241,-3.487205726,-3.660844046,-922.9473345,-926.4345402,-926.6081785
342,183.6973997,5995.998121,1136.825764,759.253027,26909.0581,173.056369,183.317387,-87.429012,63.77355915,218.7967139,2.57718231,-3.349205314,-3.477798733,-3.649394909,-922.9626294,-926.4404281,-926.6120243
343,185.7978155,5998.068924,1137.317081,758.688847,26894.4166,172.991914,183.118389,-87.52634231,64.57984405,215.6579768,2.54592517,-3.35451377,-3.484397967,-3.658440258,-922.9293235,-926.4137215,-926.5877638
344,185.0260526,5996.824731,1137.126667,758.991713,26905.6241,173.010138,183.173931,-87.28348015,62.77089412,217.0771188,2.55445951,-3.347815375,-3.478548567,-3.650806901,-922.9497174,-926.428266,-926.6005243
345,183.8524608,5996.654432,1136.651275,759.031729,26902.7814,173.093745,183.457811,-88.03919257,64.38271682,218.8522452,2.59560635,-3.367692166,-3.491629773,-3.666685897,-922.9293758,-926.4210056,-926.5960617
346,184.3982631,5996.048932,1136.692519,759.004339,26906.924,173.021502,183.224533,-87.6180559,63.78824817,218.4377073,2.55733673,-3.366551754,-3.492207458,-3.666896699,-922.9446788,-926.4368863,-926.6115755
347,183.5717031,5997.174151,1137.00711,759.234432,26902.2805,173.131114,183.533229,-87.78763654,64.56969701,218.4484802,2.61939387,-3.342146247,-3.472112794,-3.642911801,-922.9570738,-926.4291866,-926.5999856
348,185.8035073,5999.697562,1137.422153,758.82372,26904.8779,173.058134,183.310867,-88.14684859,64.24051862,215.1666635,2.58329386,-3.347565211,-3.479756355,-3.653204919,-922.9494913,-926.4292477,-926.6026962
349,184.1094526,5996.620923,1136.726358,759.004269,26901.3466,173.069629,183.361247,-87.8696342,64.59533358,218.4638353,2.58469896,-3.36187727,-3.4882975,-3.662449335,-922.9477796,-926.4360771,-926.6102289
350,186.0158873,5999.187972,1137.400611,758.64918,26894.1237,173.014699,183.182235,-87.84088419,64.95501227,214.8782277,2.56064138,-3.349903985,-3.480954824,-3.654588886,-922.9615745,-926.4425293,-926.6161634
351,184.859271,5998.486691,1137.161311,758.956955,26903.616,173.084944,183.40088,-88.08134009,64.45237443,216.8350443,2.59532343,-3.351440531,-3.481295009,-3.654664238,-922.9368701,-926.4181651,-926.5915343
352,184.2313052,5996.161953,1136.968069,759.115849,26903.8376,173.032976,183.257513,-87.31070752,63.80999509,218.1802456,2.56403506,-3.355838869,-3.483530459,-3.656422396,-922.9337273,-926.4172577,-926.5901497
353,185.9823575,5998.381052,1137.302263,758.663647,26896.0956,172.98126,183.08974,-87.67762872,64.6380003,215.4635174,2.54046246,-3.357294334,-3.486961203,-3.661612569,-922.9341603,-926.4211216,-926.5957729
354,184.5589388,5998.500468,1137.336108,759.110703,26903.4978,173.116318,183.487375,-87.91449128,64.43568853,216.8729464,2.61389804,-3.33881801,-3.470503925,-3.641746816,-922.9452991,-926.4158031,-926.5870459
355,183.886942,5995.781404,1136.874548,759.138533,26902.3459,173.057666,183.312495,-87.25239574,64.12090559,218.6279546,2.58048857,-3.349062796,-3.477752451,-3.649365832,-922.9467363,-926.4244887,-926.5961021
356,184.9120418,5997.919459,1137.196279,758.996542,26907.4723,173.048026,183.287121,-87.74236776,62.87049314,216.7513529,2.5755281,-3.350841621,-3.480669099,-3.653583264,-922.9417547,-926.4224238,-926.595338
357,185.1723814,5996.672189,1136.922409,758.779286,26898.6578,172.989586,183.124956,-87.49605451,64.38000793,217.1942635,2.54261675,-3.365586095,-3.492122569,-3.667423266,-922.9178602,-926.4099828,-926.5852835
358,184.1271539,5997.615812,1136.69028,758.97734,26905.3786,173.103675,183.478263,-88.44284487,64.50628852,218.3132397,2.6019196,-3.371033836,-3.495482991,-3.671277635,-922.9357888,-926.4312718,-926.6070664
359,184.6538784,5996.473838,1136.832786,758.856447,26895.7231,173.027824,183.231096,-87.5994904,64.59181391,217.9151261,2.56325975,-3.362414505,-3.489228595,-3.663630492,-922.9300698,-926.4192984,-926.5937003
360,184.214886,5996.619039,1136.76375,758.957718,26899.1002,173.04837,183.308102,-87.7402821,64.56958586,218.2087236,2.57334853,-3.365791817,-3.491281592,-3.665863912,-922.9455038,-926.4367854,-926.6113677
361,185.3376158,5999.670948,1137.349672,758.771103,26895.3074,173.088466,183.404664,-88.29368828,65.19540164,215.6712282,2.59917453,-3.349661036,-3.480354889,-3.653973818,-922.9433728,-926.4237277,-926.5973466
362,184.8757319,5998.736975,1137.270505,758.912411,26898.3315,173.087806,183.408809,-88.01555886,64.82539803,216.4374896,2.59793868,-3.348033276,-3.477964492,-3.650807553,-922.9458831,-926.4238476,-926.5966907
363,184.2010798,5996.305292,1136.900922,759.044538,26899.4659,173.060995,183.326563,-87.49270173,64.3438606,218.3342202,2.58163256,-3.348719674,-3.478213132,-3.650275831,-922.9496399,-926.4278531,-926.5999158
364,183.7975556,5997.160139,1136.916138,759.186576,26904.6056,173.113149,183.48352,-87.86459609,64.50857865,218.4395135,2.61043789,-3.349492392,-3.477502233,-3.649718368,-922.9488719,-926.4263741,-926.5985903
365,184.8280787,5997.257043,1137.070478,758.93558,26902.073,173.038828,183.263102,-87.6025207,64.16579839,217.2159688,2.56955914,-3.35322056,-3.482624635,-3.655809723,-922.9456309,-926.4282556,-926.6014406
366,185.4876964,5999.57223,1137.360259,758.789639,26898.9243,173.054109,183.307971,-88.25105938,64.92593684,215.5848137,2.5789963,-3.354791277,-3.484540202,-3.658912215,-922.9362471,-926.4207873,-926.5951593
367,185.8284493,5997.811836,1137.159591,758.709185,26898.5444,172.968277,183.053448,-87.58297326,64.41479742,215.8802823,2.53279796,-3.362013972,-3.490730813,-3.665832447,-922.9425556,-926.4332864,-926.608388
368,184.9020846,5997.951025,1137.30592,758.99338,26900.3721,173.049062,183.280726,-87.57189554,64.44325048,216.5085928,2.57782632,-3.341529396,-3.47363119,-3.64493985,-922.961413,-926.4350442,-926.6063529
369,185.3348461,5998.810468,1137.15193,758.728534,26895.2101,173.04594,183.292757,-88.10446705,64.94522332,216.0211887,2.57362152,-3.355710602,-3.484552695,-3.658772548,-922.9603315,-926.4448842,-926.619104
370,185.408341,5997.408848,1137.101077,758.779066,26898.6084,172.994636,183.129239,-87.50623929,64.45298237,216.4445221,2.54731828,-3.357957667,-3.48681265,-3.660981884,-922.9428525,-926.4296651,-926.6038344
371,184.7313357,5998.67884,1137.228296,759.007142,26903.1154,173.107648,183.461349,-88.09079736,64.58785643,216.719957,2.60923046,-3.346460999,-3.476960548,-3.649597128,-922.9372143,-926.4141748,-926.5868114
372,185.9296843,5998.083573,1137.015507,758.61445,26895.4945,172.96983,183.078444,-87.87297054,64.78403818,215.9521607,2.53109757,-3.369801854,-3.496552208,-3.6732407,-922.9350117,-926.4315639,-926.6082524
373,183.4172913,5994.526689,1136.849992,759.373791,26907.6647,173.038923,183.257975,-86.74359747,63.61195484,219.5299545,2.56897087,-3.340922675,-3.470736142,-3.640376297,-922.9598337,-926.4305698,-926.60021
374,185.9477264,5999.725309,1137.469315,758.675182,26894.7642,173.038068,183.260129,-88.06825597,65.07456685,214.8682124,2.57130008,-3.351227316,-3.4820811,-3.656055081,-922.9488698,-926.4309509,-926.6049249
375,185.1404369,5997.029681,1137.100778,758.895237,26902.0729,172.987857,183.108916,-87.42951682,64.15442797,216.9165813,2.54279779,-3.356314331,-3.485185023,-3.658885665,-922.9385367,-926.4237217,-926.5974223
376,183.4953609,5997.778755,1136.933907,759.239233,26904.8801,173.154427,183.606427,-88.17973473,64.60566471,218.5242249,2.63144689,-3.348177314,-3.476789749,-3.648701435,-922.9552159,-926.4320057,-926.6039174
377,185.2982657,5997.431343,1137.18243,758.865646,26900.2187,173.004732,183.156485,-87.44383535,64.18727523,216.5767826,2.55333223,-3.351145231,-3.481566007,-3.654661282,-922.946991,-926.428557,-926.6016523
378,184.3316534,5996.868839,1136.874148,758.973927,26899.6663,173.068934,183.361361,-87.7552979,64.53005938,217.9766247,2.58545595,-3.35741933,-3.485483398,-3.658994328,-922.9442827,-926.4297661,-926.603277
379,183.3207564,5995.640476,1136.914218,759.436139,26911.309,173.101006,183.441481,-87.23155502,63.56459121,219.3523949,2.60375744,-3.341062468,-3.470644014,-3.640646152,-922.9502754,-926.4209194,-926.5909216
380,184.3082412,5998.744062,1137.339415,759.16755,26905.7724,173.145747,183.56919,-87.96034609,64.35393144,216.9294492,2.63071357,-3.331761879,-3.465809931,-3.63586258,-922.9566272,-926.4224371,-926.5924898
381,183.9558485,5996.765157,1137.016478,759.168354,26902.4482,173.075705,183.359928,-87.49823831,64.24596627,218.1132815,2.59087513,-3.347852511,-3.476557679,-3.648054575,-922.9571745,-926.4337321,-926.605229
382,183.6562177,5997.564844,1137.147724,759.403778,26915.3079,173.150622,183.581697,-87.7531809,62.98240586,218.1928254,2.63253911,-3.332716658,-3.465030184,-3.634491442,-922.9696082,-926.4346384,-926.6040996
383,184.8756595,5997.769919,1137.053059,758.856148,26896.9021,173.058812,183.323413,-87.84324256,64.84378887,216.9796386,2.58148879,-3.35913359,-3.48726025,-3.661507186,-922.9304292,-926.4176895,-926.5919364
384,185.7155804,5999.150355,1137.297695,758.738754,26898.8351,173.039954,183.265146,-88.03067232,63.68766772,215.4709616,2.57192671,-3.350355377,-3.481019599,-3.654788571,-922.9549502,-926.4359698,-926.6097387
385,185.5405616,5999.430743,1137.363015,758.779746,26898.6478,173.060378,183.321754,-88.09435088,64.78267969,215.573905,2.58396161,-3.351504594,-3.481893577,-3.655740757,-922.942235,-926.4241285,-926.5979757
386,184.0076544,5996.325237,1136.714719,759.088707,26904.59,173.06686,183.35714,-87.77544575,64.1995442,218.7655927,2.58252941,-3.359596435,-3.486536847,-3.660108526,-922.954599,-926.4411358,-926.6147075
387,184.4160925,5998.170639,1137.202099,759.066871,26902.3014,173.104949,183.448645,-87.91620586,64.5193325,217.2203506,2.60792721,-3.341854289,-3.472956424,-3.644566143,-922.955353,-926.4283094,-926.5999191
388,185.3347506,5998.765946,1137.327343,758.889826,26900.4367,173.039525,183.258804,-87.86655334,64.60233459,216.0043897,2.57192214,-3.346764868,-3.477649036,-3.65052272,-922.9579022,-926.4355512,-926.6084249
389,184.5017296,5997.865865,1137.172932,759.037066,26901.5713,173.086326,183.398018,-87.81763471,64.4721533,217.1960089,2.59587788,-3.343283136,-3.474837585,-3.646366104,-922.9570637,-926.4319013,-926.6034298
390,183.5212122,5994.855367,1136.708953,759.180988,26901.8837,173.043235,183.28147,-87.09969746,64.0229103,219.3841266,2.57035978,-3.352937223,-3.480232618,-3.651875451,-922.950345,-926.4305777,-926.6022205
391,184.1736437,5997.622467,1136.911375,759.052562,26903.0423,173.077529,183.380369,-87.9986139,64.55194106,217.8042688,2.58942945,-3.354505149,-3.482766234,-3.655813083,-922.9625148,-926.445281,-926.6183279
392,185.1175763,5997.859132,1137.19071,758.887957,26899.6775,173.034111,183.242748,-87.63102209,64.45604494,216.5179756,2.56839118,-3.346879116,-3.477731087,-3.650083505,-922.958392,-926.4361231,-926.6084756
393,182.9286271,5995.433698,1136.420066,759.183264,26902.5351,173.097284,183.450776,-87.77174487,64.41381798,219.9942537,2.59809346,-3.366007825,-3.488719453,-3.662502534,-922.947131,-926.4358504,-926.6096335
394,184.6711985,5997.577365,1137.034011,759.063189,26906.7,173.064381,183.335602,-87.82821044,64.13162342,217.3772549,2.58417444,-3.347554984,-3.477710262,-3.650219198,-922.9581522,-926.4358625,-926.6083714
395,185.5291241,5995.947359,1136.882871,758.732497,26897.4527,172.922484,182.917852,-87.11126814,64.23555681,217.082988,2.50567382,-3.370976796,-3.497163984,-3.672800956,-922.9307819,-926.4279459,-926.6035829
396,184.9588504,5996.841105,1136.855078,758.856302,26900.437,172.989293,183.1201,-87.62397818,64.38216526,217.3744995,2.5418111,-3.364310055,-3.490955721,-3.665922856,-922.9448542,-926.4358099,-926.6107771
397,183.7479727,5996.495744,1136.95694,759.189652,26903.8371,173.0906,183.415796,-87.55979762,64.19574265,218.5902672,2.59770125,-3.34946689,-3.478526487,-3.650296543,-922.9423703,-926.4208968,-926.5926669
398,184.3204175,5996.701923,1136.900466,759.094789,26908.0684,173.033031,183.251346,-87.59038309,63.80254168,218.0464489,2.56514043,-3.354890627,-3.482780803,-3.655789828,-922.9553351,-926.4381159,-926.6111249
399,184.4825146,5997.318527,1136.996355,758.973909,26901.4108,173.072324,183.361767,-87.76862187,64.39110939,217.5573948,2.58876806,-3.352912283,-3.481751662,-3.654827158,-922.9446819,-926.4264336,-926.5995091
400,184.6736181,5996.45341,1136.622219,758.824677,26899.1752,173.011526,183.19725,-87.87360039,64.50075302,218.0897763,2.55285668,-3.379857793,-3.502560013,-3.679640417,-922.9226873,-926.4252473,-926.6023277
401,185.8436672,6000.177423,1137.474944,758.717357,26896.7535,173.063774,183.337723,-88.29669048,65.07771039,214.8974559,2.5849569,-3.347620246,-3.479141237,-3.652939417,-922.9425132,-926.4216544,-926.5954526
402,185.4532476,5997.148305,1137.146716,758.782313,26898.3957,172.968316,183.044218,-87.31553564,64.29200017,216.3500381,2.5334143,-3.356739672,-3.485999663,-3.65980095,-922.9478917,-926.4338914,-926.6076927
403,185.5763634,5997.28342,1137.348492,758.875413,26900.6268,172.975413,183.060143,-87.14184399,64.07872538,216.0884463,2.53881117,-3.347942,-3.47910047,-3.651689097,-922.9377278,-926.4168282,-926.5894169
404,185.6843707,5999.806787,1137.312521,758.694879,26897.0028,173.056112,183.313857,-88.35010657,65.07424986,215.291498,2.58135499,-3.356640591,-3.485908212,-3.660900669,-922.945261,-926.4311693,-926.6061617
405,185.2000627,5998.205946,1137.408935,758.921594,26900.5242,173.056295,183.300592,-87.55716975,64.26252888,216.0929751,2.58357071,-3.341570834,-3.47400113,-3.645867841,-922.9394785,-926.4134796,-926.5853463
406,184.7625509,5996.445916,1136.942604,758.927391,26899.9943,173.011333,183.182182,-87.3554822,64.24851105,217.5620446,2.55466414,-3.356107305,-3.485065859,-3.658368974,-922.9447409,-926.4298068,-926.6031099
407,183.7707855,5997.407677,1137.104691,759.253731,26905.7363,173.122681,183.509743,-87.77210714,64.34491313,218.1788109,2.61586973,-3.342466972,-3.472288629,-3.643453623,-922.9482388,-926.4205274,-926.5916924
408,185.1008189,5997.561064,1137.054802,758.790064,26896.068,173.020007,183.218227,-87.7173787,64.69533363,216.748102,2.55914447,-3.361202239,-3.488618954,-3.663402731,-922.9309727,-926.4195917,-926.5943754
409,184.3769237,5995.143647,1136.516478,759.023992,26910.5445,172.978213,183.109473,-87.40266454,63.42054502,218.8250626,2.53220801,-3.374312239,-3.498028116,-3.673610394,-922.9465543,-926.4445824,-926.6201647
410,183.2548346,5995.100953,1136.543369,759.165777,26900.9794,173.076512,183.383119,-87.46031796,64.26961603,219.7582298,2.58864462,-3.360320738,-3.485804667,-3.658787847,-922.9519056,-926.4377102,-926.6106934
411,186.1637981,5999.446993,1137.499275,758.613085,26892.447,173.004819,183.162358,-87.86081935,64.98885244,214.6189536,2.55375063,-3.351538898,-3.482748017,-3.656721682,-922.9462595,-926.4290075,-926.6029812
412,183.3727456,5997.040978,1137.025897,759.345681,26907.6934,173.152551,183.604405,-87.82252515,64.11549162,218.7918812,2.63162131,-3.341025628,-3.471309459,-3.642010526,-922.9452968,-926.4166063,-926.5873073
413,185.2271986,5997.839366,1137.149389,758.780156,26896.0621,173.018588,183.205021,-87.71935749,64.66678546,216.3813829,2.55958477,-3.360060319,-3.488333318,-3.662806003,-922.9355933,-926.4239266,-926.5983993
415,185.1825171,5997.739926,1136.998754,758.754788,26895.4772,173.011049,183.184896,-87.8619749,64.84359763,216.6891134,2.55385686,-3.367827686,-3.494016648,-3.669726309,-922.9323291,-926.4263458,-926.6020554
416,184.808935,5996.650021,1136.851145,758.873186,26899.5245,173.004977,183.168966,-87.60305596,64.3178585,217.5296585,2.55052278,-3.364194372,-3.490203128,-3.66494615,-922.9413992,-926.4316023,-926.6063453
417,183.9296386,5997.936962,1136.961445,759.129905,26904.7005,173.122914,183.514534,-88.18472789,64.69292387,218.030953,2.61431203,-3.353239305,-3.48110115,-3.654059205,-922.9493065,-926.4304076,-926.6033657
418,184.4256638,5997.872691,1137.134373,759.037083,26900.9668,173.099326,183.436091,-87.86601698,64.54955658,217.3255035,2.60408116,-3.347061236,-3.47714357,-3.64940631,-922.9508204,-926.4279639,-926.6002267
419,184.9618382,5998.192306,1137.207465,758.995344,26904.9854,173.0673,183.337952,-87.83467523,64.16578459,216.7783339,2.58699552,-3.34442368,-3.47578783,-3.647907709,-922.9589989,-926.4347868,-926.6069066
420,184.644024,5997.599955,1137.008428,758.908168,26897.927,173.059628,183.325795,-87.8539972,64.81429452,217.2918009,2.58115463,-3.35595535,-3.484871615,-3.658549249,-922.9414063,-926.426278,-926.5999556
421,184.0500701,5996.852464,1137.028751,759.202964,26906.5108,173.071822,183.354898,-87.48290244,63.97253744,218.0338691,2.58832693,-3.342199678,-3.472450447,-3.643340491,-922.9693366,-926.4417871,-926.6126771
422,185.7474386,5999.702452,1137.286593,758.646972,26894.6626,173.040973,183.267348,-88.31762775,65.16046816,215.2938373,2.57217641,-3.358310941,-3.487259285,-3.662441449,-922.9460552,-926.4333145,-926.6084966
423,183.7305347,5996.848893,1137.075018,759.277125,26905.8338,173.114823,183.476813,-87.52256418,64.16519995,218.3839401,2.61298081,-3.340157619,-3.470861992,-3.641361067,-922.9538185,-926.4246805,-926.5951796
424,184.2498625,5997.335816,1136.949567,758.987512,26898.6417,173.075396,183.365654,-87.83262804,64.76719364,217.7380262,2.59041677,-3.354573263,-3.483002546,-3.656068857,-922.9523175,-926.43532,-926.6083864
425,184.4789616,5999.284629,1137.401365,759.151713,26906.7804,173.144666,183.574047,-88.18924572,64.3824446,216.6420218,2.62953573,-3.338103112,-3.470056706,-3.641361113,-922.9418428,-926.4118995,-926.5832039
426,185.5790941,5999.629044,1137.465394,758.709099,26891.7591,173.0683,183.339814,-88.03468941,65.20471321,215.1612023,2.58967474,-3.342277479,-3.474719116,-3.647203141,-922.9627208,-926.4374399,-926.609924
427,182.6936416,5996.569055,1136.69773,759.315274,26903.3613,173.180915,183.694022,-88.0637582,64.49062573,219.8945617,2.64417552,-3.35091892,-3.478434744,-3.650045448,-922.9512367,-926.4296715,-926.6012822
428,184.2041318,5997.151474,1136.906114,759.010597,26900.6467,173.057448,183.313794,-87.7480087,64.65982683,217.8691675,2.58036299,-3.356288564,-3.483244972,-3.656522272,-922.9559867,-926.4392316,-926.6125089
429,185.2552319,5997.262371,1137.157749,758.908238,26903.0674,173.004249,183.157887,-87.42627639,64.06170802,216.7464245,2.55190429,-3.35397318,-3.4836339,-3.657010259,-922.9416678,-926.4253017,-926.5986781
430,185.284227,5998.424295,1137.352983,758.906377,26899.7512,173.059531,183.317174,-87.68407661,64.46785942,216.0521572,2.58345689,-3.341080438,-3.474207904,-3.646062747,-922.9523777,-926.4265856,-926.5984405
431,184.4455444,5996.503635,1136.767662,758.914934,26899.1997,173.03956,183.28672,-87.78824569,64.5924157,218.1814842,2.56706067,-3.368982083,-3.494683142,-3.67026005,-922.9218718,-926.416555,-926.5921319
432,184.3937492,5996.650106,1136.847082,758.968858,26901.2383,173.042953,183.291971,-87.61057347,64.25333093,217.9469931,2.56934365,-3.356322866,-3.484134648,-3.657625013,-922.9458509,-926.4299856,-926.603476
433,183.9778577,5995.641811,1136.933702,759.167422,26902.624,173.052365,183.302563,-87.11935134,63.98050568,218.6097526,2.57674192,-3.345960721,-3.475964545,-3.647087072,-922.9477273,-926.4236919,-926.5948144
434,184.9138308,5996.706383,1137.114132,758.943517,26900.938,173.009737,183.171538,-87.26926063,64.18574804,217.0937098,2.55573197,-3.350778113,-3.480739084,-3.653381064,-922.9498975,-926.4306366,-926.6032786
435,185.353233,5997.222873,1137.23188,758.894159,26900.1816,172.99646,183.126721,-87.21938705,64.26545514,216.3696018,2.54940142,-3.348423151,-3.479295552,-3.651798961,-922.9524225,-926.4317181,-926.6042215
436,183.1252714,5997.893341,1136.982255,759.316185,26904.7364,173.20023,183.74775,-88.2800089,64.69009297,218.9063672,2.65645611,-3.341466117,-3.470948512,-3.641964441,-922.9502006,-926.4211491,-926.5921651
437,182.9363752,5996.471231,1136.79473,759.366804,26906.07,173.150113,183.592096,-87.82038482,64.34626951,219.5513358,2.62933641,-3.347644847,-3.475616907,-3.646908909,-922.9501703,-926.4257872,-926.5970792
438,184.4132422,5997.371206,1136.912872,759.046765,26906.965,173.062766,183.339267,-87.90364717,64.21777991,217.7859765,2.58184421,-3.362879596,-3.489170783,-3.663851654,-922.9281254,-926.4172961,-926.591977
439,185.0923429,5999.004919,1137.209996,758.753265,26894.0523,173.079811,183.387756,-88.21343349,65.09082182,216.2079693,2.59204381,-3.35213124,-3.482271342,-3.656007579,-922.9527067,-926.434978,-926.6087142
440,183.6589454,5995.850144,1136.908444,759.237137,26905.0068,173.066697,183.34074,-87.33011295,63.98333659,218.8266375,2.58437499,-3.34819452,-3.476806841,-3.648135957,-922.9518039,-926.4286107,-926.5999398
441,182.9747648,5994.717575,1136.5635,759.284174,26903.6846,173.067822,183.348714,-87.24572295,64.15403434,220.0926158,2.5840164,-3.358927507,-3.483665375,-3.655951517,-922.9508762,-926.4345416,-926.6068277
